Start Lat,Start Long,End Lat,End Long
34.02309,-84.26148,34.02326,-84.26112
34.02326,-84.26112,34.02336,-84.2609
34.02336,-84.2609,34.02339,-84.26083
34.02339,-84.26083,34.02353,-84.26051
34.02353,-84.26051,34.02357,-84.26043
34.02357,-84.26043,34.02363,-84.26028
34.02363,-84.26028,34.02377,-84.25988
34.02377,-84.25988,34.0238,-84.25981
34.0238,-84.25981,34.02392,-84.25936
34.02392,-84.25936,34.02399,-84.25902
34.02399,-84.25902,34.02401,-84.25889
34.02401,-84.25889,34.02407,-84.25845
34.02407,-84.25845,34.02408,-84.25839
34.02408,-84.25839,34.02409,-84.25833
34.02409,-84.25833,34.02416,-84.2578
34.02416,-84.2578,34.02422,-84.25741
34.02422,-84.25741,34.02423,-84.25733
34.02423,-84.25733,34.02436,-84.25648
34.02436,-84.25648,34.0244,-84.25595
34.0244,-84.25595,34.02441,-84.25562
34.02441,-84.25562,34.02441,-84.25557
34.02441,-84.25557,34.0244,-84.25518
34.0244,-84.25518,34.0244,-84.25506
34.0244,-84.25506,34.0244,-84.25485
34.0244,-84.25485,34.0244,-84.25474
34.0244,-84.25474,34.02439,-84.25438
34.02439,-84.25438,34.02438,-84.25409
34.02438,-84.25409,34.02435,-84.25376
34.02435,-84.25376,34.02431,-84.25348
34.02431,-84.25348,34.0243,-84.25343
34.0243,-84.25343,34.0243,-84.25339
34.0243,-84.25339,34.02427,-84.25313
34.02427,-84.25313,34.02421,-84.25268
34.02421,-84.25268,34.02414,-84.25238
34.02414,-84.25238,34.02413,-84.25235
34.02413,-84.25235,34.02406,-84.25204
34.02406,-84.25204,34.02397,-84.25164
34.02397,-84.25164,34.02393,-84.25152
34.02393,-84.25152,34.02384,-84.25125
34.02384,-84.25125,34.02379,-84.25113
34.02379,-84.25113,34.02366,-84.25084
34.02366,-84.25084,34.02349,-84.25051
34.02349,-84.25051,34.02343,-84.25042
34.02343,-84.25042,34.02335,-84.2503
34.02335,-84.2503,34.02326,-84.25015
34.02326,-84.25015,34.02318,-84.25002
34.02318,-84.25002,34.02315,-84.24998
34.02315,-84.24998,34.02282,-84.24947
34.02282,-84.24947,34.02241,-84.24885
34.02241,-84.24885,34.02193,-84.2481
34.02193,-84.2481,34.02144,-84.24732
34.02144,-84.24732,34.02107,-84.24676
34.02107,-84.24676,34.02079,-84.24631
34.02079,-84.24631,34.02051,-84.2458
34.02051,-84.2458,34.02045,-84.24568
34.02045,-84.24568,34.02024,-84.24529
34.02024,-84.24529,34.02007,-84.24494
34.02007,-84.24494,34.0199,-84.24458
34.0199,-84.24458,34.01981,-84.2444
34.01981,-84.2444,34.01968,-84.24415
34.01968,-84.24415,34.01945,-84.24373
34.01945,-84.24373,34.01937,-84.24356
34.01937,-84.24356,34.01915,-84.24307
34.01915,-84.24307,34.01904,-84.24284
34.01904,-84.24284,34.01896,-84.24266
34.01896,-84.24266,34.01876,-84.24225
34.01876,-84.24225,34.01856,-84.24183
34.01856,-84.24183,34.01843,-84.24156
34.01843,-84.24156,34.01826,-84.24123
34.01826,-84.24123,34.01804,-84.24079
34.01804,-84.24079,34.0179,-84.24052
34.0179,-84.24052,34.01772,-84.24018
34.01772,-84.24018,34.01758,-84.23992
34.01758,-84.23992,34.01731,-84.2394
34.01731,-84.2394,34.01701,-84.23891
34.01701,-84.23891,34.01685,-84.23864
34.01685,-84.23864,34.01654,-84.23811
34.01654,-84.23811,34.01625,-84.2376
34.01625,-84.2376,34.01609,-84.23732
34.01609,-84.23732,34.01576,-84.23674
34.01576,-84.23674,34.01555,-84.23631
34.01555,-84.23631,34.01547,-84.23609
34.01547,-84.23609,34.01539,-84.23589
34.01539,-84.23589,34.01535,-84.2357
34.01535,-84.2357,34.0153,-84.23547
34.0153,-84.23547,34.01524,-84.23492
34.01524,-84.23492,34.01526,-84.23418
34.01526,-84.23418,34.01527,-84.23407
34.01527,-84.23407,34.01534,-84.23305
34.01534,-84.23305,34.01537,-84.23248
34.01537,-84.23248,34.0154,-84.23194
34.0154,-84.23194,34.0154,-84.23177
34.0154,-84.23177,34.01538,-84.23143
34.01538,-84.23143,34.01532,-84.2309
34.01532,-84.2309,34.01527,-84.23069
34.01527,-84.23069,34.01524,-84.23056
34.01524,-84.23056,34.0152,-84.23045
34.0152,-84.23045,34.01518,-84.23038
34.01518,-84.23038,34.01507,-84.23009
34.01507,-84.23009,34.01493,-84.22978
34.01493,-84.22978,34.01491,-84.22973
34.01491,-84.22973,34.01478,-84.22947
34.01478,-84.22947,34.01445,-84.22884
34.01445,-84.22884,34.01415,-84.22823
34.01415,-84.22823,34.01397,-84.22785
34.01397,-84.22785,34.01384,-84.22749
34.01384,-84.22749,34.01375,-84.22713
34.01375,-84.22713,34.01366,-84.22652
34.01366,-84.22652,34.01359,-84.22569
34.01359,-84.22569,34.01356,-84.22536
34.01356,-84.22536,34.01355,-84.22524
34.01355,-84.22524,34.0135,-84.22451
34.0135,-84.22451,34.01348,-84.2243
34.01348,-84.2243,34.01342,-84.22385
34.01342,-84.22385,34.01338,-84.22367
34.01338,-84.22367,34.01336,-84.22355
34.01336,-84.22355,34.01331,-84.22333
34.01331,-84.22333,34.01327,-84.22322
34.01327,-84.22322,34.01319,-84.22298
34.01319,-84.22298,34.01309,-84.22273
34.01309,-84.22273,34.01287,-84.22231
34.01287,-84.22231,34.01251,-84.22171
34.01251,-84.22171,34.01229,-84.22138
34.01229,-84.22138,34.0115,-84.22017
34.0115,-84.22017,34.01099,-84.21936
34.01099,-84.21936,34.01081,-84.21908
34.01081,-84.21908,34.01044,-84.2185
34.01044,-84.2185,34.00991,-84.21766
34.00991,-84.21766,34.00978,-84.21745
34.00978,-84.21745,34.00959,-84.21716
34.00959,-84.21716,34.00917,-84.21652
34.00917,-84.21652,34.00884,-84.216
34.00884,-84.216,34.00863,-84.21566
34.00863,-84.21566,34.00855,-84.21551
34.00855,-84.21551,34.00847,-84.21537
34.00847,-84.21537,34.00835,-84.21512
34.00835,-84.21512,34.00823,-84.21479
34.00823,-84.21479,34.00818,-84.21452
34.00818,-84.21452,34.00814,-84.2143
34.00814,-84.2143,34.00814,-84.21426
34.00814,-84.21426,34.00812,-84.21408
34.00812,-84.21408,34.00812,-84.21403
34.00812,-84.21403,34.00811,-84.21384
34.00811,-84.21384,34.00811,-84.21373
34.00811,-84.21373,34.00812,-84.21348
34.00812,-84.21348,34.00813,-84.21325
34.00813,-84.21325,34.00814,-84.21318
34.00814,-84.21318,34.00814,-84.21315
34.00814,-84.21315,34.00814,-84.21311
34.00814,-84.21311,34.00814,-84.21282
34.00814,-84.21282,34.00815,-84.21247
34.00815,-84.21247,34.00815,-84.2124
34.00815,-84.2124,34.00816,-84.21216
34.00816,-84.21216,34.00818,-84.21113
34.00818,-84.21113,34.00821,-84.21063
34.00821,-84.21063,34.00823,-84.2104
34.00823,-84.2104,34.00828,-84.21009
34.00828,-84.21009,34.00832,-84.20986
34.00832,-84.20986,34.0084,-84.20956
34.0084,-84.20956,34.00845,-84.20937
34.00845,-84.20937,34.00847,-84.20933
34.00847,-84.20933,34.00861,-84.20893
34.00861,-84.20893,34.00871,-84.20866
34.00871,-84.20866,34.00903,-84.20784
34.00903,-84.20784,34.00912,-84.20761
34.00912,-84.20761,34.00933,-84.2071
34.00933,-84.2071,34.00942,-84.20688
34.00942,-84.20688,34.00971,-84.20616
34.00971,-84.20616,34.01005,-84.20528
34.01005,-84.20528,34.0106,-84.20381
34.0106,-84.20381,34.01071,-84.20351
34.01071,-84.20351,34.01089,-84.203
34.01089,-84.203,34.01113,-84.20232
34.01113,-84.20232,34.01122,-84.20202
34.01122,-84.20202,34.01126,-84.2017
34.01126,-84.2017,34.01128,-84.20138
34.01128,-84.20138,34.01128,-84.20113
34.01128,-84.20113,34.01128,-84.20076
34.01128,-84.20076,34.01128,-84.2007
34.01128,-84.2007,34.0113,-84.20024
34.0113,-84.20024,34.01131,-84.19966
34.01131,-84.19966,34.01131,-84.19906
34.01131,-84.19906,34.01131,-84.19831
34.01131,-84.19831,34.01131,-84.19761
34.01131,-84.19761,34.01131,-84.19747
34.01131,-84.19747,34.01131,-84.19708
34.01131,-84.19708,34.01131,-84.19663
34.01131,-84.19663,34.0113,-84.19486
34.0113,-84.19486,34.0113,-84.19364
34.0113,-84.19364,34.01129,-84.19259
34.01129,-84.19259,34.01127,-84.19216
33.98877,-84.27372,33.98903,-84.27353
33.98903,-84.27353,33.9891,-84.27347
33.9891,-84.27347,33.98922,-84.27338
33.98922,-84.27338,33.98941,-84.2733
33.98941,-84.2733,33.98947,-84.27327
33.98947,-84.27327,33.98955,-84.27324
33.98955,-84.27324,33.98968,-84.27322
33.98968,-84.27322,33.98991,-84.27321
33.98991,-84.27321,33.99019,-84.27323
33.99019,-84.27323,33.99036,-84.27324
33.99036,-84.27324,33.99042,-84.27324
33.99042,-84.27324,33.99056,-84.27325
33.99056,-84.27325,33.99082,-84.27326
33.99082,-84.27326,33.991,-84.27327
33.991,-84.27327,33.99119,-84.27328
33.99119,-84.27328,33.99158,-84.2733
33.99158,-84.2733,33.99171,-84.2733
33.99171,-84.2733,33.99185,-84.27331
33.99185,-84.27331,33.99214,-84.27333
33.99214,-84.27333,33.99239,-84.27334
33.99239,-84.27334,33.99256,-84.27335
33.99256,-84.27335,33.99267,-84.27335
33.99267,-84.27335,33.99299,-84.27337
33.99299,-84.27337,33.9933,-84.27338
33.9933,-84.27338,33.99345,-84.27339
33.99345,-84.27339,33.99394,-84.27341
33.99394,-84.27341,33.99438,-84.27343
33.99438,-84.27343,33.99488,-84.27345
33.99488,-84.27345,33.99511,-84.27347
33.99511,-84.27347,33.99521,-84.27347
33.99521,-84.27347,33.99548,-84.2735
33.99548,-84.2735,33.99559,-84.27352
33.99559,-84.27352,33.99569,-84.27353
33.99569,-84.27353,33.99598,-84.27359
33.99598,-84.27359,33.9961,-84.27362
33.9961,-84.27362,33.99624,-84.27365
33.99624,-84.27365,33.99644,-84.2737
33.99644,-84.2737,33.99683,-84.27381
33.99683,-84.27381,33.99705,-84.27387
33.99705,-84.27387,33.99711,-84.27389
33.99711,-84.27389,33.99732,-84.27395
33.99732,-84.27395,33.99751,-84.274
33.99751,-84.274,33.99767,-84.27404
33.99767,-84.27404,33.99786,-84.2741
33.99786,-84.2741,33.99802,-84.27415
33.99802,-84.27415,33.99809,-84.27417
33.99809,-84.27417,33.9985,-84.27428
33.9985,-84.27428,33.99883,-84.2744
33.99883,-84.2744,33.99893,-84.27444
33.99893,-84.27444,33.9991,-84.27451
33.9991,-84.27451,33.99931,-84.27462
33.99931,-84.27462,33.99947,-84.27471
33.99947,-84.27471,33.99969,-84.27487
33.99969,-84.27487,33.99981,-84.27496
33.99981,-84.27496,34.0002,-84.2753
34.0002,-84.2753,34.00047,-84.27556
34.00047,-84.27556,34.00052,-84.2756
34.00052,-84.2756,34.00068,-84.27575
34.00068,-84.27575,34.00082,-84.27587
34.00082,-84.27587,34.00104,-84.27601
34.00104,-84.27601,34.00117,-84.27608
34.00117,-84.27608,34.0014,-84.27616
34.0014,-84.27616,34.00153,-84.27621
34.00153,-84.27621,34.00157,-84.27624
34.00157,-84.27624,34.00176,-84.27629
34.00176,-84.27629,34.00178,-84.2763
34.00178,-84.2763,34.00191,-84.27633
34.00191,-84.27633,34.0021,-84.27636
34.0021,-84.27636,34.00235,-84.27638
34.00235,-84.27638,34.0026,-84.27639
34.0026,-84.27639,34.00282,-84.2764
34.00282,-84.2764,34.00292,-84.27641
34.00292,-84.27641,34.00296,-84.27641
34.00296,-84.27641,34.00304,-84.27641
34.00304,-84.27641,34.00317,-84.27642
34.00317,-84.27642,34.00329,-84.27642
34.00329,-84.27642,34.0034,-84.27643
34.0034,-84.27643,34.00352,-84.27643
34.00352,-84.27643,34.00359,-84.27644
34.00359,-84.27644,34.00366,-84.27644
34.00366,-84.27644,34.00397,-84.27646
34.00397,-84.27646,34.00404,-84.27646
34.00404,-84.27646,34.00427,-84.27648
34.00427,-84.27648,34.00445,-84.2765
34.00445,-84.2765,34.00459,-84.27652
34.00459,-84.27652,34.00475,-84.27654
34.00475,-84.27654,34.00486,-84.27656
34.00486,-84.27656,34.00495,-84.27659
34.00495,-84.27659,34.00518,-84.27668
34.00518,-84.27668,34.00532,-84.27675
34.00532,-84.27675,34.00543,-84.27682
34.00543,-84.27682,34.00561,-84.27693
34.00561,-84.27693,34.00577,-84.27705
34.00577,-84.27705,34.00591,-84.27717
34.00591,-84.27717,34.00603,-84.27729
34.00603,-84.27729,34.00613,-84.27743
34.00613,-84.27743,34.00623,-84.27757
34.00623,-84.27757,34.00636,-84.27775
34.00636,-84.27775,34.00674,-84.27819
34.00674,-84.27819,34.00679,-84.27832
34.00679,-84.27832,34.00694,-84.27851
34.00694,-84.27851,34.00711,-84.27871
34.00711,-84.27871,34.00729,-84.27889
34.00729,-84.27889,34.00741,-84.27901
34.00741,-84.27901,34.00748,-84.27911
34.00748,-84.27911,34.00758,-84.27922
34.00758,-84.27922,34.00769,-84.27933
34.00769,-84.27933,34.00785,-84.2795
34.00785,-84.2795,34.00801,-84.27966
34.00801,-84.27966,34.00816,-84.27976
34.00816,-84.27976,34.00836,-84.27997
34.00836,-84.27997,34.00862,-84.28011
34.00862,-84.28011,34.00882,-84.2802
34.00882,-84.2802,34.00893,-84.28024
34.00893,-84.28024,34.00902,-84.28028
34.00902,-84.28028,34.00914,-84.28032
34.00914,-84.28032,34.00929,-84.28037
34.00929,-84.28037,34.00953,-84.28046
34.00953,-84.28046,34.00965,-84.28051
34.00965,-84.28051,34.00981,-84.28054
34.00981,-84.28054,34.01007,-84.28066
34.01007,-84.28066,34.01033,-84.28076
34.01033,-84.28076,34.0109,-84.28097
34.0109,-84.28097,34.01103,-84.28102
34.01103,-84.28102,34.0113,-84.2811
34.0113,-84.2811,34.01134,-84.28111
34.01134,-84.28111,34.01154,-84.28117
34.01154,-84.28117,34.01168,-84.2812
34.01168,-84.2812,34.01172,-84.28121
34.01172,-84.28121,34.01177,-84.28122
34.01177,-84.28122,34.01189,-84.28124
34.01189,-84.28124,34.01205,-84.28127
34.01205,-84.28127,34.01232,-84.28129
34.01232,-84.28129,34.01266,-84.28127
34.01266,-84.28127,34.01278,-84.28127
34.01278,-84.28127,34.01324,-84.28128
34.01324,-84.28128,34.01348,-84.28122
34.01348,-84.28122,34.01383,-84.28112
34.01383,-84.28112,34.01402,-84.28106
34.01402,-84.28106,34.01439,-84.28095
34.01439,-84.28095,34.01447,-84.28092
34.01447,-84.28092,34.01494,-84.2808
34.01494,-84.2808,34.01522,-84.28072
34.01522,-84.28072,34.0156,-84.28063
34.0156,-84.28063,34.01583,-84.28056
34.01583,-84.28056,34.01608,-84.28047
34.01608,-84.28047,34.0163,-84.28035
34.0163,-84.28035,34.01637,-84.2803
34.01637,-84.2803,34.01659,-84.28015
34.01659,-84.28015,34.01679,-84.28
34.01679,-84.28,34.01695,-84.27984
34.01695,-84.27984,34.01726,-84.2795
34.01726,-84.2795,34.01738,-84.27937
34.01738,-84.27937,34.01747,-84.27927
34.01747,-84.27927,34.01774,-84.27899
34.01774,-84.27899,34.01826,-84.27846
34.01826,-84.27846,34.01835,-84.27837
34.01835,-84.27837,34.01867,-84.27803
34.01867,-84.27803,34.01882,-84.27787
34.01882,-84.27787,34.01896,-84.27773
34.01896,-84.27773,34.01903,-84.27766
34.01903,-84.27766,34.01911,-84.27758
34.01911,-84.27758,34.01921,-84.27747
34.01921,-84.27747,34.01943,-84.27718
34.01943,-84.27718,34.01961,-84.27692
34.01961,-84.27692,34.01964,-84.27687
34.01964,-84.27687,34.0199,-84.27647
34.0199,-84.27647,34.02025,-84.27593
34.02025,-84.27593,34.0199,-84.27647
34.0199,-84.27647,34.01964,-84.27687
34.01964,-84.27687,34.01961,-84.27692
34.01961,-84.27692,34.01943,-84.27718
34.01943,-84.27718,34.01921,-84.27747
34.01921,-84.27747,34.01911,-84.27758
34.01911,-84.27758,34.01903,-84.27766
34.01903,-84.27766,34.01896,-84.27773
34.01896,-84.27773,34.01882,-84.27787
34.01882,-84.27787,34.01867,-84.27803
34.01867,-84.27803,34.01835,-84.27837
34.01835,-84.27837,34.01826,-84.27846
34.01826,-84.27846,34.01774,-84.27899
34.01774,-84.27899,34.01747,-84.27927
34.01747,-84.27927,34.01738,-84.27937
34.01738,-84.27937,34.01726,-84.2795
34.01726,-84.2795,34.01695,-84.27984
34.01695,-84.27984,34.01679,-84.28
34.01679,-84.28,34.01659,-84.28015
34.01659,-84.28015,34.01637,-84.2803
34.01637,-84.2803,34.0163,-84.28035
34.0163,-84.28035,34.01608,-84.28047
34.01608,-84.28047,34.01583,-84.28056
34.01583,-84.28056,34.0156,-84.28063
34.0156,-84.28063,34.01522,-84.28072
34.01522,-84.28072,34.01494,-84.2808
34.01494,-84.2808,34.01447,-84.28092
34.01447,-84.28092,34.01439,-84.28095
34.01439,-84.28095,34.01402,-84.28106
34.01402,-84.28106,34.01383,-84.28112
34.01383,-84.28112,34.01348,-84.28122
34.01348,-84.28122,34.01324,-84.28128
34.01324,-84.28128,34.01278,-84.28127
34.01278,-84.28127,34.01266,-84.28127
34.01266,-84.28127,34.01232,-84.28129
34.01232,-84.28129,34.01205,-84.28127
34.01205,-84.28127,34.01189,-84.28124
34.01189,-84.28124,34.01177,-84.28122
34.01177,-84.28122,34.01172,-84.28121
34.01172,-84.28121,34.01168,-84.2812
34.01168,-84.2812,34.01154,-84.28117
34.01154,-84.28117,34.01134,-84.28111
34.01134,-84.28111,34.0113,-84.2811
34.0113,-84.2811,34.01103,-84.28102
34.01103,-84.28102,34.0109,-84.28097
34.0109,-84.28097,34.01033,-84.28076
34.01033,-84.28076,34.01007,-84.28066
34.01007,-84.28066,34.00981,-84.28054
34.00981,-84.28054,34.00965,-84.28051
34.00965,-84.28051,34.00953,-84.28046
34.00953,-84.28046,34.00929,-84.28037
34.00929,-84.28037,34.00914,-84.28032
34.00914,-84.28032,34.00902,-84.28028
34.00902,-84.28028,34.00893,-84.28024
34.00893,-84.28024,34.00882,-84.2802
34.00882,-84.2802,34.00862,-84.28011
34.00862,-84.28011,34.00836,-84.27997
34.00836,-84.27997,34.00816,-84.27976
34.00816,-84.27976,34.00801,-84.27966
34.00801,-84.27966,34.00785,-84.2795
34.00785,-84.2795,34.00769,-84.27933
34.00769,-84.27933,34.00758,-84.27922
34.00758,-84.27922,34.00748,-84.27911
34.00748,-84.27911,34.00741,-84.27901
34.00741,-84.27901,34.00729,-84.27889
34.00729,-84.27889,34.00711,-84.27871
34.00711,-84.27871,34.00694,-84.27851
34.00694,-84.27851,34.00679,-84.27832
34.00679,-84.27832,34.00674,-84.27819
34.00674,-84.27819,34.00636,-84.27775
34.00636,-84.27775,34.00623,-84.27757
34.00623,-84.27757,34.00613,-84.27743
34.00613,-84.27743,34.00603,-84.27729
34.00603,-84.27729,34.00591,-84.27717
34.00591,-84.27717,34.00577,-84.27705
34.00577,-84.27705,34.00561,-84.27693
34.00561,-84.27693,34.00543,-84.27682
34.00543,-84.27682,34.00532,-84.27675
34.00532,-84.27675,34.00518,-84.27668
34.00518,-84.27668,34.00495,-84.27659
34.00495,-84.27659,34.00486,-84.27656
34.00486,-84.27656,34.00475,-84.27654
34.00475,-84.27654,34.00459,-84.27652
34.00459,-84.27652,34.00445,-84.2765
34.00445,-84.2765,34.00427,-84.27648
34.00427,-84.27648,34.00404,-84.27646
34.00404,-84.27646,34.00397,-84.27646
34.00397,-84.27646,34.00366,-84.27644
34.00366,-84.27644,34.00359,-84.27644
34.00359,-84.27644,34.00352,-84.27643
34.00352,-84.27643,34.0034,-84.27643
34.0034,-84.27643,34.00329,-84.27642
34.00329,-84.27642,34.00317,-84.27642
34.00317,-84.27642,34.00304,-84.27641
34.00304,-84.27641,34.00296,-84.27641
34.00296,-84.27641,34.00292,-84.27641
34.00292,-84.27641,34.00282,-84.2764
34.00282,-84.2764,34.0026,-84.27639
34.0026,-84.27639,34.00235,-84.27638
34.00235,-84.27638,34.0021,-84.27636
34.0021,-84.27636,34.00191,-84.27633
34.00191,-84.27633,34.00178,-84.2763
34.00178,-84.2763,34.00176,-84.27629
34.00176,-84.27629,34.00157,-84.27624
34.00157,-84.27624,34.00153,-84.27621
34.00153,-84.27621,34.0014,-84.27616
34.0014,-84.27616,34.00117,-84.27608
34.00117,-84.27608,34.00104,-84.27601
34.00104,-84.27601,34.00082,-84.27587
34.00082,-84.27587,34.00068,-84.27575
34.00068,-84.27575,34.00052,-84.2756
34.00052,-84.2756,34.00047,-84.27556
34.00047,-84.27556,34.0002,-84.2753
34.0002,-84.2753,33.99981,-84.27496
33.99981,-84.27496,33.99969,-84.27487
33.99969,-84.27487,33.99947,-84.27471
33.99947,-84.27471,33.99931,-84.27462
33.99931,-84.27462,33.9991,-84.27451
33.9991,-84.27451,33.99893,-84.27444
33.99893,-84.27444,33.99883,-84.2744
33.99883,-84.2744,33.9985,-84.27428
33.9985,-84.27428,33.99809,-84.27417
33.99809,-84.27417,33.99802,-84.27415
33.99802,-84.27415,33.99786,-84.2741
33.99786,-84.2741,33.99767,-84.27404
33.99767,-84.27404,33.99751,-84.274
33.99751,-84.274,33.99732,-84.27395
33.99732,-84.27395,33.99711,-84.27389
33.99711,-84.27389,33.99705,-84.27387
33.99705,-84.27387,33.99683,-84.27381
33.99683,-84.27381,33.99644,-84.2737
33.99644,-84.2737,33.99624,-84.27365
33.99624,-84.27365,33.9961,-84.27362
33.9961,-84.27362,33.99598,-84.27359
33.99598,-84.27359,33.99569,-84.27353
33.99569,-84.27353,33.99559,-84.27352
33.99559,-84.27352,33.99548,-84.2735
33.99548,-84.2735,33.99521,-84.27347
33.99521,-84.27347,33.99511,-84.27347
33.99511,-84.27347,33.99488,-84.27345
33.99488,-84.27345,33.99438,-84.27343
33.99438,-84.27343,33.99394,-84.27341
33.99394,-84.27341,33.99345,-84.27339
33.99345,-84.27339,33.9933,-84.27338
33.9933,-84.27338,33.99299,-84.27337
33.99299,-84.27337,33.99267,-84.27335
33.99267,-84.27335,33.99256,-84.27335
33.99256,-84.27335,33.99239,-84.27334
33.99239,-84.27334,33.99214,-84.27333
33.99214,-84.27333,33.99185,-84.27331
33.99185,-84.27331,33.99171,-84.2733
33.99171,-84.2733,33.99158,-84.2733
33.99158,-84.2733,33.99119,-84.27328
33.99119,-84.27328,33.991,-84.27327
33.991,-84.27327,33.99082,-84.27326
33.99082,-84.27326,33.99056,-84.27325
33.99056,-84.27325,33.99042,-84.27324
33.99042,-84.27324,33.99036,-84.27324
33.99036,-84.27324,33.99019,-84.27323
33.99019,-84.27323,33.98991,-84.27321
33.98991,-84.27321,33.98968,-84.27322
33.98968,-84.27322,33.98955,-84.27324
33.98955,-84.27324,33.98947,-84.27327
33.98947,-84.27327,33.98941,-84.2733
33.98941,-84.2733,33.98922,-84.27338
33.98922,-84.27338,33.9891,-84.27347
33.9891,-84.27347,33.98903,-84.27353
33.98903,-84.27353,33.98877,-84.27372
34.04606,-84.25845,34.04562,-84.25873
34.04562,-84.25873,34.0453,-84.25891
34.0453,-84.25891,34.0451,-84.259
34.0451,-84.259,34.04478,-84.25913
34.04478,-84.25913,34.04468,-84.25919
34.04468,-84.25919,34.04446,-84.25929
34.04446,-84.25929,34.0443,-84.25937
34.0443,-84.25937,34.04415,-84.25944
34.04415,-84.25944,34.0438,-84.25961
34.0438,-84.25961,34.04356,-84.25974
34.04356,-84.25974,34.04348,-84.25978
34.04348,-84.25978,34.04331,-84.25986
34.04331,-84.25986,34.04313,-84.25993
34.04313,-84.25993,34.04301,-84.25998
34.04301,-84.25998,34.04272,-84.26008
34.04272,-84.26008,34.04258,-84.26012
34.04258,-84.26012,34.04237,-84.26014
34.04237,-84.26014,34.04208,-84.26012
34.04208,-84.26012,34.04196,-84.26009
34.04196,-84.26009,34.04171,-84.26002
34.04171,-84.26002,34.04152,-84.25994
34.04152,-84.25994,34.04135,-84.25985
34.04135,-84.25985,34.04112,-84.25971
34.04112,-84.25971,34.04086,-84.25947
34.04086,-84.25947,34.04068,-84.25928
34.04068,-84.25928,34.04042,-84.25896
34.04042,-84.25896,34.04022,-84.25869
34.04022,-84.25869,34.03994,-84.25833
34.03994,-84.25833,34.03972,-84.25803
34.03972,-84.25803,34.03967,-84.25797
34.03967,-84.25797,34.03941,-84.25764
34.03941,-84.25764,34.03931,-84.25751
34.03931,-84.25751,34.03896,-84.25705
34.03896,-84.25705,34.03835,-84.25623
34.03835,-84.25623,34.03797,-84.25575
34.03797,-84.25575,34.03778,-84.25552
34.03778,-84.25552,34.03749,-84.2552
34.03749,-84.2552,34.0372,-84.2549
34.0372,-84.2549,34.03701,-84.2547
34.03701,-84.2547,34.03656,-84.25423
34.03656,-84.25423,34.03631,-84.25397
34.03631,-84.25397,34.03609,-84.25374
34.03609,-84.25374,34.03589,-84.25352
34.03589,-84.25352,34.03524,-84.25283
34.03524,-84.25283,34.03492,-84.25249
34.03492,-84.25249,34.03477,-84.25233
34.03477,-84.25233,34.03439,-84.25193
34.03439,-84.25193,34.03414,-84.25167
34.03414,-84.25167,34.03396,-84.25148
34.03396,-84.25148,34.03362,-84.25112
34.03362,-84.25112,34.03338,-84.25086
34.03338,-84.25086,34.03325,-84.25072
34.03325,-84.25072,34.03306,-84.25054
34.03306,-84.25054,34.03292,-84.25044
34.03292,-84.25044,34.03268,-84.25029
34.03268,-84.25029,34.03247,-84.25021
34.03247,-84.25021,34.0324,-84.25018
34.0324,-84.25018,34.032,-84.25001
34.032,-84.25001,34.03174,-84.2499
34.03174,-84.2499,34.03146,-84.24979
34.03146,-84.24979,34.03122,-84.24969
34.03122,-84.24969,34.03092,-84.24956
34.03092,-84.24956,34.03064,-84.24943
34.03064,-84.24943,34.0304,-84.24932
34.0304,-84.24932,34.03014,-84.24917
34.03014,-84.24917,34.03,-84.24909
34.03,-84.24909,34.03014,-84.24917
34.03014,-84.24917,34.0304,-84.24932
34.0304,-84.24932,34.03064,-84.24943
34.03064,-84.24943,34.03092,-84.24956
34.03092,-84.24956,34.03122,-84.24969
34.03122,-84.24969,34.03146,-84.24979
34.03146,-84.24979,34.03174,-84.2499
34.03174,-84.2499,34.032,-84.25001
34.032,-84.25001,34.0324,-84.25018
34.0324,-84.25018,34.03247,-84.25021
34.03247,-84.25021,34.03268,-84.25029
34.03268,-84.25029,34.03292,-84.25044
34.03292,-84.25044,34.03306,-84.25054
34.03306,-84.25054,34.03325,-84.25072
34.03325,-84.25072,34.03338,-84.25086
34.03338,-84.25086,34.03362,-84.25112
34.03362,-84.25112,34.03396,-84.25148
34.03396,-84.25148,34.03414,-84.25167
34.03414,-84.25167,34.03439,-84.25193
34.03439,-84.25193,34.03477,-84.25233
34.03477,-84.25233,34.03492,-84.25249
34.03492,-84.25249,34.03524,-84.25283
34.03524,-84.25283,34.03589,-84.25352
34.03589,-84.25352,34.03609,-84.25374
34.03609,-84.25374,34.03631,-84.25397
34.03631,-84.25397,34.03656,-84.25423
34.03656,-84.25423,34.03701,-84.2547
34.03701,-84.2547,34.0372,-84.2549
34.0372,-84.2549,34.03749,-84.2552
34.03749,-84.2552,34.03778,-84.25552
34.03778,-84.25552,34.03797,-84.25575
34.03797,-84.25575,34.03835,-84.25623
34.03835,-84.25623,34.03896,-84.25705
34.03896,-84.25705,34.03931,-84.25751
34.03931,-84.25751,34.03941,-84.25764
34.03941,-84.25764,34.03967,-84.25797
34.03967,-84.25797,34.03972,-84.25803
34.03972,-84.25803,34.03994,-84.25833
34.03994,-84.25833,34.04022,-84.25869
34.04022,-84.25869,34.04042,-84.25896
34.04042,-84.25896,34.04068,-84.25928
34.04068,-84.25928,34.04086,-84.25947
34.04086,-84.25947,34.04112,-84.25971
